case_id,target_pool,program_text,operation_count,tide_phase,reef_zone,moon_window,spore_mass,branch_pct,plate_pct,free_pct,count_drift,count_splice,count_settle,count_graze,count_mutate,count_pulse,count_bleach,count_limit,operation_bin_private,mass_bin_private,structure_private
rsp_e0f5674cb9f900,P5,SEED P5 FREE 11; SEED P1 PLATE 30; SEED P4 FREE 30; SEED P3 FREE 22; DRIFT P4 P5 16 0.09; MUTATE P3 0.07 0.06; SPLICE P4 P5 P2 6 0.25 0.05; BLEACH P5 0.00 0.13; SETTLE P2 0.30; DRIFT P1 P2 12 0.04; SPLICE P3 P1 P2 20 0.75 0.05; PULSE P3 FREE 10 0.06; DRIFT P3 P3 12 0.09; DRIFT P3 P1 5 0.09; GRAZE P2 0.05 0.18; DRIFT P2 P5 16 0.09; DRIFT P5 P2 3 0.14; MUTATE P1 0.13 0.11; MUTATE P0 0.03 0.11; PULSE P1 SILT 4 0.12; SPLICE P3 P2 P4 6 0.25 0.05; SETTLE P5 0.18; DRIFT P1 P0 12 0.00; DRIFT P4 P3 3 0.14; SPLICE P3 P1 P4 14 0.60 0.10; DRIFT P0 P5 12 0.00; GRAZE P5 0.05 0.00; DRIFT P5 P4 12 0.04; SPLICE P2 P3 P4 14 0.40 0.10; MUTATE P2 0.13 0.11; MUTATE P3 0.07 0.06; BLEACH P5 0.09 0.13; SPLICE P3 P3 P4 20 0.75 0.05; SETTLE P4 0.04,34,slack,crest,quarter,21.702136,4.956881,17.145661,77.897458,10,6,3,2,5,2,2,0,medium,mid,splice
rsp_7003636f791ffb,P0,SEED P3 PLATE 7; SEED P4 BRANCH 22; SEED P0 PLATE 15; DRIFT P0 P3 5 0.14; GRAZE P0 0.05 0.00; DRIFT P0 P1 5 0.14; SETTLE P3 0.10; DRIFT P1 P5 5 0.00; DRIFT P0 P3 16 0.04; SETTLE P3 0.18; DRIFT P5 P3 16 0.04; SETTLE P3 0.10; SETTLE P4 0.10; SPLICE P4 P4 P5 20 0.40 0.10; DRIFT P3 P1 8 0.04; SETTLE P5 0.04; LIMIT P1 18; SETTLE P3 0.18; MUTATE P5 0.07 0.17; DRIFT P5 P1 16 0.09; SETTLE P1 0.30; MUTATE P5 0.13 0.06; SETTLE P4 0.04; GRAZE P1 0.00 0.00; DRIFT P1 P2 16 0.04,25,ebb,lagoon,quarter,0.814,0.0,0.0,0.0,8,1,8,2,2,0,0,1,short,empty,ordinary
rsp_8f39d1c8a9f456,P0,SEED P0 BRANCH 15; SEED P2 FREE 30; SEED P1 BRANCH 30; LIMIT P2 18; BLEACH P0 0.04 0.06; SPLICE P1 P0 P2 20 0.75 0.05; BLEACH P4 0.09 0.24; MUTATE P1 0.20 0.02; BLEACH P3 0.09 0.06; SPLICE P2 P1 P3 6 0.75 0.10; PULSE P1 PLATE 7 0.06; DRIFT P3 P2 12 0.14; DRIFT P2 P1 16 0.09; SETTLE P1 0.10; GRAZE P1 0.22 0.18; DRIFT P1 P2 3 0.04; SPLICE P1 P4 P0 14 0.25 0.05; SETTLE P2 0.10; BLEACH P2 0.09 0.13; BLEACH P3 0.04 0.13; SETTLE P0 0.30; GRAZE P4 0.05 0.00; BLEACH P1 0.00 0.13; MUTATE P4 0.03 0.11; PULSE P2 PLATE 7 0.06; SPLICE P1 P0 P2 6 0.40 0.00; MUTATE P0 0.03 0.17; MUTATE P4 0.20 0.11; SPLICE P2 P0 P5 14 0.40 0.00,29,ebb,lagoon,full_moon,20.249194,54.301694,17.116928,28.581378,3,5,3,2,4,2,6,1,medium,mid,bleach
rsp_4848465981ce2b,P3,SEED P3 PLATE 15; SEED P2 PLATE 15; SEED P5 BRANCH 30; DRIFT P2 P5 8 0.09; DRIFT P5 P4 16 0.04; DRIFT P2 P1 3 0.14; BLEACH P0 0.16 0.13; LIMIT P1 52; MUTATE P1 0.13 0.11; GRAZE P1 0.05 0.00; DRIFT P3 P3 3 0.00; DRIFT P2 P2 12 0.00; MUTATE P0 0.20 0.17; SPLICE P3 P3 P2 10 0.75 0.10; DRIFT P2 P0 3 0.09; MUTATE P2 0.13 0.02; DRIFT P0 P3 3 0.04; MUTATE P4 0.13 0.11; DRIFT P3 P1 12 0.09; SETTLE P5 0.10; SETTLE P1 0.18; SETTLE P4 0.30; PULSE P3 BRANCH 4 0.02; DRIFT P1 P0 5 0.14; DRIFT P2 P5 5 0.04; SETTLE P3 0.10; DRIFT P0 P1 16 0.00; SETTLE P3 0.30; DRIFT P4 P3 5 0.04; BLEACH P5 0.16 0.24; SPLICE P1 P4 P0 6 0.75 0.00; DRIFT P0 P3 5 0.04,32,slack,lagoon,quarter,12.111952,52.02826,37.712985,10.258755,13,2,5,1,4,1,2,1,medium,mid,ordinary
rsp_f1da56a09ed25c,P1,SEED P1 FREE 15; SEED P4 FREE 11; SEED P2 PLATE 15; SEED P3 PLATE 7; SPLICE P4 P3 P2 20 0.25 0.10; SPLICE P1 P0 P4 10 0.25 0.00; SPLICE P0 P1 P2 10 0.40 0.05; SETTLE P3 0.30; MUTATE P0 0.20 0.02; SPLICE P1 P4 P3 14 0.25 0.00; LIMIT P4 36; BLEACH P5 0.16 0.13; SETTLE P2 0.18; DRIFT P4 P5 5 0.00; DRIFT P5 P1 5 0.14; SPLICE P3 P4 P3 10 0.60 0.05; MUTATE P2 0.20 0.11; PULSE P0 FREE 10 0.02; DRIFT P1 P4 5 0.09; PULSE P5 PLATE 7 0.06; PULSE P0 SILT 4 0.12; PULSE P4 BRANCH 10 0.20; MUTATE P2 0.07 0.11; GRAZE P0 0.05 0.10; MUTATE P1 0.13 0.17; PULSE P3 FREE 14 0.06; SETTLE P0 0.30; SPLICE P0 P3 P1 6 0.40 0.05; GRAZE P1 0.22 0.04; SETTLE P4 0.18,30,flood,lagoon,full_moon,6.082807,3.575773,7.579368,88.844859,3,6,4,2,4,5,1,1,medium,low,pulse
rsp_7ae3222b62c94b,P0,SEED P3 FREE 7; SEED P2 FREE 22; SPLICE P2 P3 P2 10 0.75 0.10; LIMIT P5 18; PULSE P2 FREE 10 0.12; BLEACH P4 0.04 0.24; DRIFT P3 P3 3 0.09; SPLICE P2 P4 P0 14 0.75 0.05; LIMIT P5 26; BLEACH P4 0.04 0.06; SETTLE P0 0.18; SETTLE P3 0.30; MUTATE P0 0.20 0.17; DRIFT P0 P0 5 0.00; GRAZE P1 0.22 0.04; LIMIT P3 26; MUTATE P2 0.20 0.17; SPLICE P3 P3 P0 6 0.60 0.05; LIMIT P4 52; MUTATE P4 0.13 0.17; SPLICE P3 P0 P1 14 0.25 0.10; SPLICE P0 P1 P4 20 0.60 0.05; BLEACH P0 0.16 0.13; SPLICE P1 P5 P1 20 0.75 0.05; GRAZE P5 0.22 0.18; PULSE P2 PLATE 10 0.20; GRAZE P3 0.22 0.18; SPLICE P5 P5 P4 10 0.40 0.05; SPLICE P1 P4 P0 6 0.25 0.05; DRIFT P0 P2 16 0.04; DRIFT P2 P4 12 0.14,31,ebb,fore_reef,new_moon,0.0,0.0,0.0,0.0,4,8,2,3,3,2,3,4,medium,empty,bleach
rsp_17941e1521c078,P4,SEED P5 BRANCH 15; SEED P0 BRANCH 22; SEED P3 PLATE 7; DRIFT P0 P2 5 0.09; DRIFT P2 P5 3 0.09; SETTLE P5 0.04; SPLICE P3 P4 P3 10 0.40 0.00; MUTATE P4 0.13 0.17; SETTLE P3 0.18; PULSE P2 BRANCH 14 0.20; DRIFT P2 P3 12 0.09; DRIFT P3 P1 5 0.09; GRAZE P2 0.00 0.00; PULSE P3 FREE 7 0.02; DRIFT P3 P0 12 0.14; SPLICE P2 P3 P2 10 0.40 0.10; SETTLE P5 0.18; SETTLE P0 0.30; GRAZE P4 0.00 0.04; DRIFT P1 P3 16 0.09; GRAZE P3 0.12 0.10; SPLICE P5 P1 P3 14 0.60 0.10; PULSE P5 SILT 7 0.02; DRIFT P5 P0 5 0.04; PULSE P5 BRANCH 14 0.12; LIMIT P1 26; SPLICE P0 P3 P5 20 0.40 0.10; MUTATE P3 0.03 0.02; DRIFT P1 P3 8 0.00; BLEACH P2 0.16 0.13; GRAZE P0 0.05 0.18; SETTLE P2 0.18; PULSE P5 PLATE 7 0.02; DRIFT P5 P3 3 0.00,34,flood,crest,full_moon,9.28425,3.967966,52.384639,43.647395,9,4,5,4,2,5,1,1,medium,low,pulse
rsp_0067e5c23fb470,P4,SEED P0 BRANCH 22; SEED P1 BRANCH 15; MUTATE P2 0.20 0.17; GRAZE P4 0.00 0.10; SETTLE P0 0.30; DRIFT P1 P5 16 0.09; DRIFT P0 P3 3 0.09; SETTLE P3 0.18; DRIFT P0 P5 16 0.04; SPLICE P5 P4 P1 20 0.60 0.10; SETTLE P4 0.10; DRIFT P4 P0 8 0.04; MUTATE P5 0.07 0.11; SETTLE P4 0.30; PULSE P0 SILT 10 0.20; LIMIT P3 26; MUTATE P4 0.20 0.06; SETTLE P1 0.04; MUTATE P0 0.07 0.11; GRAZE P2 0.12 0.10; GRAZE P5 0.12 0.10; DRIFT P0 P0 3 0.09; DRIFT P1 P1 5 0.00; MUTATE P3 0.20 0.17; DRIFT P4 P0 5 0.04; DRIFT P3 P3 12 0.14; MUTATE P3 0.20 0.17; SPLICE P1 P2 P5 20 0.40 0.00; PULSE P5 SILT 7 0.20,29,slack,lagoon,quarter,1.1,0.0,0.0,0.0,8,2,5,3,6,2,0,1,medium,low,ordinary
rsp_c9a31462f757e8,P2,SEED P2 PLATE 15; SEED P1 FREE 30; MUTATE P5 0.07 0.11; GRAZE P5 0.05 0.18; GRAZE P2 0.22 0.04; GRAZE P2 0.22 0.18; SETTLE P1 0.10; DRIFT P1 P5 3 0.14; BLEACH P0 0.04 0.24; SETTLE P5 0.04; GRAZE P4 0.22 0.10; DRIFT P5 P4 12 0.09; SETTLE P1 0.04; DRIFT P4 P2 3 0.00; GRAZE P0 0.12 0.04; SETTLE P1 0.18; SPLICE P2 P4 P3 20 0.75 0.10; DRIFT P4 P5 5 0.09; MUTATE P3 0.07 0.06; DRIFT P3 P4 3 0.04; GRAZE P3 0.00 0.00; SPLICE P1 P2 P5 14 0.25 0.05; GRAZE P4 0.22 0.00; SETTLE P2 0.18; GRAZE P0 0.05 0.00; SPLICE P5 P5 P3 10 0.25 0.10; MUTATE P4 0.07 0.02; BLEACH P1 0.09 0.00; BLEACH P4 0.16 0.13; GRAZE P0 0.12 0.10; DRIFT P4 P1 8 0.09; PULSE P1 FREE 14 0.06; SPLICE P1 P2 P4 14 0.60 0.00; DRIFT P1 P1 5 0.04; SETTLE P3 0.30; LIMIT P2 18; GRAZE P1 0.00 0.04; PULSE P2 SILT 10 0.02; DRIFT P3 P1 8 0.09,39,ebb,crest,quarter,6.647143,4.16033,3.686468,92.153203,8,4,6,10,3,2,3,1,long,low,bleach
rsp_ee7d0cd909bf2d,P1,SEED P2 FREE 7; SEED P3 FREE 7; GRAZE P0 0.05 0.10; SPLICE P2 P5 P1 20 0.75 0.00; MUTATE P2 0.03 0.02; PULSE P4 FREE 14 0.20; PULSE P2 PLATE 10 0.02; PULSE P0 FREE 14 0.12; PULSE P3 SILT 7 0.20; SPLICE P2 P4 P5 6 0.25 0.05; SETTLE P4 0.30; DRIFT P5 P2 3 0.14; BLEACH P3 0.00 0.13; SPLICE P5 P2 P5 10 0.40 0.10; SPLICE P3 P5 P1 14 0.40 0.00; DRIFT P2 P1 16 0.09; GRAZE P0 0.00 0.10; GRAZE P5 0.00 0.18; SPLICE P1 P3 P4 14 0.40 0.10; SPLICE P0 P4 P0 20 0.40 0.00; MUTATE P4 0.20 0.11; DRIFT P0 P4 8 0.00; SPLICE P1 P5 P0 20 0.25 0.05; DRIFT P0 P3 12 0.04; SETTLE P5 0.10; GRAZE P1 0.00 0.00,26,ebb,fore_reef,new_moon,0.0,0.0,0.0,0.0,4,7,2,4,2,4,1,0,short,empty,pulse
rsp_e72636b75b618f,P1,SEED P0 PLATE 11; SEED P2 FREE 30; DRIFT P2 P2 3 0.00; SETTLE P0 0.10; DRIFT P0 P2 12 0.00; MUTATE P3 0.07 0.17; SETTLE P2 0.18; LIMIT P3 52; MUTATE P2 0.03 0.17; GRAZE P1 0.12 0.10; SPLICE P2 P1 P3 10 0.60 0.00; DRIFT P1 P0 8 0.14; MUTATE P5 0.13 0.17; DRIFT P3 P4 3 0.00; SPLICE P4 P3 P1 10 0.25 0.05; SETTLE P3 0.10; SPLICE P3 P2 P1 20 0.25 0.00; DRIFT P1 P5 8 0.04; DRIFT P5 P5 3 0.00; PULSE P2 FREE 7 0.12; PULSE P0 SILT 14 0.20; PULSE P4 SILT 10 0.02; MUTATE P3 0.03 0.02; GRAZE P4 0.12 0.18; SETTLE P2 0.30,25,flood,crest,new_moon,0.0,0.0,0.0,0.0,6,3,4,2,4,3,0,1,short,empty,pulse
rsp_f034fb63ca6319,P3,SEED P5 PLATE 30; SEED P4 FREE 30; SEED P2 PLATE 30; DRIFT P5 P1 3 0.04; DRIFT P4 P3 16 0.09; SETTLE P5 0.10; DRIFT P2 P3 3 0.09; BLEACH P4 0.00 0.13; SETTLE P1 0.10; SPLICE P3 P4 P0 6 0.25 0.00; SETTLE P1 0.10; DRIFT P5 P3 16 0.00; SPLICE P0 P4 P5 6 0.75 0.05; SETTLE P5 0.18; PULSE P2 FREE 10 0.02; BLEACH P5 0.16 0.24; LIMIT P0 18; MUTATE P4 0.07 0.02; GRAZE P1 0.12 0.00; PULSE P0 SILT 14 0.12; DRIFT P5 P5 16 0.09; SPLICE P5 P0 P2 14 0.75 0.00; LIMIT P4 26; MUTATE P5 0.13 0.06; MUTATE P0 0.20 0.11; LIMIT P2 18; SPLICE P0 P4 P3 6 0.25 0.05; DRIFT P1 P0 12 0.09; DRIFT P4 P5 3 0.00,29,flood,lagoon,new_moon,33.65663,3.75776,55.096907,41.145333,7,4,4,1,3,2,2,3,medium,mid,splice
rsp_27ca1057e2e3f4,P4,SEED P3 PLATE 7; SEED P4 BRANCH 30; GRAZE P2 0.12 0.10; MUTATE P3 0.07 0.17; LIMIT P3 52; MUTATE P4 0.07 0.17; DRIFT P4 P1 3 0.00; MUTATE P1 0.13 0.11; MUTATE P4 0.03 0.02; GRAZE P4 0.12 0.00; MUTATE P3 0.20 0.02; DRIFT P1 P3 12 0.14; MUTATE P4 0.07 0.02; SETTLE P3 0.04; DRIFT P4 P4 12 0.14; MUTATE P1 0.13 0.11; GRAZE P5 0.00 0.04; SPLICE P3 P0 P3 20 0.40 0.00; GRAZE P1 0.22 0.00; BLEACH P4 0.00 0.13; GRAZE P0 0.12 0.10; BLEACH P3 0.16 0.06; DRIFT P3 P0 16 0.14; GRAZE P0 0.00 0.10; GRAZE P2 0.22 0.04; PULSE P3 FREE 10 0.06; GRAZE P1 0.05 0.04; MUTATE P1 0.13 0.02; MUTATE P3 0.13 0.02; SETTLE P4 0.04; DRIFT P0 P1 12 0.09; MUTATE P3 0.13 0.11; MUTATE P2 0.13 0.02; MUTATE P4 0.13 0.17; SETTLE P4 0.30; GRAZE P1 0.12 0.00,36,slack,lagoon,full_moon,27.916442,48.193731,28.013287,23.792982,5,1,3,9,12,1,2,1,long,mid,ordinary
rsp_05cb57c9b75057,P3,SEED P4 PLATE 30; SEED P0 FREE 30; SEED P1 PLATE 15; SEED P2 FREE 7; DRIFT P0 P4 12 0.04; PULSE P2 SILT 14 0.02; BLEACH P4 0.09 0.13; LIMIT P1 26; SETTLE P1 0.18; DRIFT P0 P3 16 0.04; DRIFT P3 P0 5 0.14; DRIFT P3 P2 3 0.00; DRIFT P0 P2 12 0.04; GRAZE P4 0.22 0.00; DRIFT P2 P4 8 0.00; DRIFT P4 P2 12 0.04; BLEACH P5 0.09 0.13; LIMIT P2 26; SETTLE P2 0.18; DRIFT P4 P5 8 0.09; MUTATE P5 0.20 0.11; LIMIT P3 52; LIMIT P1 18; BLEACH P3 0.16 0.13; SETTLE P3 0.18; SPLICE P1 P4 P0 20 0.60 0.10; SETTLE P4 0.04,27,slack,lagoon,full_moon,10.960899,3.615937,6.59275,89.791313,8,1,4,1,1,1,3,4,medium,low,bleach
rsp_3eec7c98223719,P5,SEED P4 BRANCH 11; SEED P0 FREE 22; DRIFT P0 P3 5 0.09; GRAZE P3 0.00 0.04; DRIFT P3 P5 12 0.04; DRIFT P0 P1 12 0.00; PULSE P2 FREE 4 0.12; DRIFT P1 P0 16 0.09; DRIFT P4 P2 16 0.00; SPLICE P2 P4 P3 20 0.60 0.00; PULSE P2 SILT 4 0.02; SETTLE P5 0.18; MUTATE P1 0.03 0.02; GRAZE P2 0.00 0.04; PULSE P2 FREE 14 0.12; SETTLE P2 0.18; SPLICE P0 P3 P0 6 0.40 0.10; SPLICE P3 P1 P4 6 0.40 0.00; BLEACH P1 0.04 0.00; SPLICE P3 P2 P1 20 0.75 0.05; MUTATE P0 0.07 0.17; MUTATE P1 0.07 0.02; SPLICE P1 P4 P1 14 0.60 0.10; SETTLE P5 0.10; DRIFT P1 P3 12 0.04; SETTLE P2 0.10; SPLICE P4 P2 P3 10 0.60 0.10; DRIFT P0 P1 12 0.00; BLEACH P1 0.04 0.13; SPLICE P5 P3 P0 14 0.40 0.00; MUTATE P3 0.07 0.02; SETTLE P3 0.18; SPLICE P4 P1 P5 6 0.75 0.05; SETTLE P2 0.18; DRIFT P5 P4 5 0.04; DRIFT P2 P1 12 0.09; MUTATE P0 0.07 0.17; GRAZE P2 0.12 0.00,38,ebb,crest,new_moon,0.0,0.0,0.0,0.0,9,8,6,3,5,3,2,0,long,empty,pulse
rsp_c0b7ce88f920e1,P2,SEED P5 PLATE 7; SEED P1 FREE 30; GRAZE P5 0.22 0.04; LIMIT P1 36; PULSE P1 FREE 10 0.12; SETTLE P5 0.18; MUTATE P2 0.03 0.11; GRAZE P2 0.05 0.04; PULSE P4 PLATE 10 0.12; SPLICE P5 P2 P1 20 0.60 0.10; DRIFT P2 P5 5 0.09; PULSE P2 FREE 7 0.06; SPLICE P4 P3 P4 6 0.40 0.00; PULSE P4 FREE 7 0.20; DRIFT P3 P0 5 0.04; SPLICE P4 P3 P2 20 0.25 0.00; SETTLE P0 0.30; MUTATE P2 0.13 0.11; BLEACH P2 0.16 0.24; GRAZE P4 0.05 0.00; SETTLE P5 0.10; DRIFT P3 P1 3 0.09; SETTLE P1 0.04; PULSE P2 BRANCH 4 0.12; BLEACH P4 0.16 0.24; BLEACH P3 0.09 0.13; SPLICE P0 P1 P5 14 0.75 0.10,27,slack,crest,full_moon,8.263292,47.022923,5.211629,47.765448,3,4,4,3,2,5,3,1,medium,low,pulse
rsp_2bb6f83aa23b68,P2,SEED P3 FREE 7; SEED P2 FREE 11; SPLICE P2 P4 P5 14 0.75 0.05; DRIFT P3 P0 5 0.09; SPLICE P5 P2 P1 20 0.75 0.10; SETTLE P0 0.18; SETTLE P3 0.30; GRAZE P2 0.12 0.04; GRAZE P4 0.00 0.04; PULSE P0 BRANCH 4 0.02; BLEACH P1 0.16 0.00; MUTATE P5 0.03 0.06; MUTATE P1 0.13 0.06; SPLICE P2 P5 P4 20 0.25 0.00; MUTATE P4 0.03 0.02; PULSE P4 SILT 4 0.02; MUTATE P2 0.20 0.17; SPLICE P0 P5 P3 14 0.60 0.10; DRIFT P5 P1 12 0.00; GRAZE P2 0.22 0.00; PULSE P1 FREE 7 0.02; SETTLE P3 0.18; SETTLE P4 0.04; DRIFT P3 P1 5 0.14; GRAZE P4 0.00 0.10; SPLICE P4 P4 P0 6 0.75 0.00,26,slack,fore_reef,quarter,1.056,0.0,0.0,0.0,3,5,4,4,4,3,1,0,short,low,pulse
rsp_995f1b96f63a9d,P0,SEED P4 FREE 22; SEED P5 FREE 15; SEED P1 PLATE 22; MUTATE P1 0.20 0.17; SETTLE P4 0.30; LIMIT P1 18; SETTLE P4 0.10; GRAZE P3 0.00 0.10; GRAZE P0 0.00 0.18; PULSE P4 PLATE 10 0.02; SPLICE P1 P2 P1 20 0.75 0.00; BLEACH P0 0.16 0.13; DRIFT P1 P1 3 0.14; GRAZE P1 0.22 0.00; MUTATE P3 0.13 0.02; SPLICE P5 P0 P3 10 0.40 0.00; BLEACH P3 0.16 0.24; PULSE P2 PLATE 14 0.12; BLEACH P1 0.00 0.24; PULSE P4 BRANCH 4 0.20; LIMIT P1 26; SPLICE P4 P3 P0 14 0.75 0.05; BLEACH P4 0.00 0.24; MUTATE P2 0.20 0.17,24,slack,lagoon,full_moon,9.804418,11.335951,11.784068,76.879981,1,3,2,3,3,3,4,2,short,low,pulse
rsp_5958e7af28299a,P3,SEED P1 PLATE 30; SEED P2 PLATE 11; SEED P5 FREE 11; SEED P0 PLATE 7; PULSE P5 SILT 10 0.20; MUTATE P1 0.13 0.11; LIMIT P3 18; LIMIT P1 26; PULSE P4 BRANCH 14 0.06; BLEACH P4 0.04 0.13; SETTLE P1 0.18; DRIFT P1 P1 12 0.04; DRIFT P1 P2 8 0.14; LIMIT P2 36; PULSE P1 PLATE 7 0.02; BLEACH P5 0.09 0.00; LIMIT P5 36; PULSE P4 PLATE 7 0.06; GRAZE P4 0.00 0.18; PULSE P1 FREE 10 0.06; SPLICE P4 P3 P4 6 0.25 0.10; LIMIT P1 36; PULSE P3 BRANCH 4 0.12; SPLICE P5 P2 P5 20 0.25 0.00; DRIFT P0 P2 12 0.04; SETTLE P4 0.10,26,slack,crest,new_moon,1.518799,85.34105,5.841734,8.817216,3,2,2,1,1,6,2,5,short,low,pulse
rsp_091dbca6d70371,P0,SEED P1 FREE 22; SEED P4 FREE 30; SEED P2 PLATE 30; DRIFT P4 P5 8 0.04; MUTATE P4 0.03 0.11; DRIFT P1 P1 8 0.09; SPLICE P2 P3 P0 20 0.75 0.00; SPLICE P1 P5 P3 10 0.40 0.05; SPLICE P4 P0 P1 20 0.60 0.10; DRIFT P1 P0 16 0.00; SETTLE P2 0.18; DRIFT P3 P3 8 0.04; MUTATE P4 0.03 0.06; SPLICE P2 P2 P5 20 0.60 0.10; DRIFT P3 P0 12 0.04; DRIFT P2 P0 12 0.09; MUTATE P1 0.03 0.02; DRIFT P5 P3 8 0.14; DRIFT P5 P5 12 0.14; GRAZE P2 0.12 0.18; DRIFT P3 P4 12 0.14; BLEACH P5 0.00 0.24; BLEACH P4 0.00 0.24; SETTLE P4 0.04; SETTLE P1 0.30; SETTLE P5 0.30; MUTATE P3 0.03 0.11; SETTLE P4 0.18; SPLICE P4 P2 P1 20 0.40 0.10,29,slack,lagoon,new_moon,45.375543,6.13685,43.027668,50.835482,9,5,5,1,4,0,2,0,medium,high,splice
rsp_f31e8fbe63ac9a,P2,SEED P1 PLATE 11; SEED P2 PLATE 22; SEED P0 BRANCH 30; SEED P5 BRANCH 15; DRIFT P5 P5 12 0.00; LIMIT P0 36; SETTLE P2 0.30; PULSE P0 FREE 14 0.06; DRIFT P5 P2 12 0.14; PULSE P3 FREE 10 0.06; SETTLE P2 0.30; SETTLE P3 0.10; DRIFT P5 P3 3 0.04; DRIFT P0 P2 5 0.04; DRIFT P0 P2 16 0.04; DRIFT P1 P2 12 0.04; SPLICE P2 P0 P2 6 0.40 0.10; GRAZE P0 0.00 0.00; SPLICE P2 P3 P2 14 0.60 0.05; DRIFT P3 P5 5 0.14; DRIFT P2 P4 16 0.14; DRIFT P3 P4 12 0.09; GRAZE P5 0.00 0.04; PULSE P0 PLATE 14 0.20; PULSE P3 BRANCH 14 0.20; PULSE P3 SILT 4 0.02; PULSE P0 FREE 10 0.12; PULSE P4 SILT 14 0.12; DRIFT P0 P5 5 0.14; GRAZE P3 0.05 0.04; SPLICE P0 P0 P2 6 0.25 0.00; SETTLE P4 0.04; DRIFT P5 P1 5 0.00; DRIFT P2 P4 12 0.14; DRIFT P0 P1 5 0.04,35,slack,fore_reef,full_moon,11.832613,12.154829,31.961154,55.884017,13,3,4,3,0,7,0,1,medium,low,pulse
rsp_25b8b76107ba95,P2,SEED P5 BRANCH 30; SEED P4 BRANCH 30; SEED P2 BRANCH 15; SETTLE P4 0.10; LIMIT P4 26; PULSE P3 BRANCH 10 0.02; SPLICE P4 P3 P0 20 0.25 0.00; PULSE P4 SILT 14 0.12; SPLICE P3 P5 P0 14 0.25 0.10; SPLICE P3 P2 P5 20 0.40 0.10; PULSE P5 SILT 7 0.12; LIMIT P4 18; BLEACH P5 0.00 0.24; SETTLE P2 0.04; MUTATE P0 0.20 0.17; DRIFT P5 P0 16 0.00; SETTLE P0 0.18; SPLICE P0 P2 P1 10 0.40 0.10; DRIFT P2 P5 3 0.04; SETTLE P5 0.18; DRIFT P5 P4 5 0.14; SPLICE P0 P3 P0 6 0.25 0.00; DRIFT P1 P0 8 0.00; GRAZE P5 0.22 0.18; GRAZE P2 0.05 0.04; DRIFT P4 P4 8 0.14; PULSE P4 SILT 7 0.12; SETTLE P4 0.10; PULSE P2 BRANCH 10 0.06; DRIFT P4 P4 16 0.09; DRIFT P2 P2 3 0.00; SPLICE P3 P1 P2 6 0.60 0.10,32,ebb,lagoon,quarter,11.521394,85.659144,5.154356,9.1865,7,6,5,2,1,5,1,2,medium,low,pulse
rsp_598513106f2d47,P3,SEED P4 FREE 15; SEED P2 PLATE 7; SEED P5 PLATE 22; GRAZE P5 0.05 0.10; DRIFT P2 P5 8 0.14; MUTATE P5 0.20 0.11; SETTLE P5 0.30; DRIFT P4 P0 5 0.04; DRIFT P5 P0 12 0.09; LIMIT P3 52; DRIFT P0 P5 3 0.04; PULSE P0 FREE 10 0.12; SETTLE P0 0.10; PULSE P3 PLATE 7 0.02; MUTATE P0 0.20 0.02; SETTLE P5 0.04; SPLICE P0 P4 P5 20 0.25 0.05; GRAZE P0 0.00 0.00; MUTATE P4 0.13 0.02; BLEACH P4 0.04 0.13; DRIFT P5 P2 16 0.00; BLEACH P0 0.09 0.00; PULSE P2 SILT 10 0.02; MUTATE P3 0.03 0.17; SETTLE P3 0.30; DRIFT P4 P4 5 0.04; SETTLE P4 0.10; BLEACH P4 0.16 0.24,28,slack,fore_reef,new_moon,2.849376,2.689505,66.117784,31.192711,6,1,5,2,4,3,3,1,medium,low,pulse
rsp_85baeb053f8248,P5,SEED P2 BRANCH 30; SEED P1 PLATE 11; SEED P5 FREE 30; MUTATE P5 0.13 0.17; GRAZE P1 0.05 0.18; SETTLE P1 0.18; DRIFT P1 P0 3 0.09; SETTLE P1 0.30; SETTLE P1 0.04; PULSE P2 FREE 7 0.12; SPLICE P0 P1 P2 20 0.40 0.05; BLEACH P5 0.00 0.24; SPLICE P5 P5 P1 14 0.75 0.00; DRIFT P5 P3 16 0.14; BLEACH P3 0.00 0.13; PULSE P1 PLATE 10 0.06; SETTLE P2 0.30; GRAZE P0 0.05 0.18; DRIFT P5 P3 16 0.00; MUTATE P2 0.03 0.06; GRAZE P2 0.05 0.10; PULSE P0 SILT 7 0.06; SETTLE P2 0.10; DRIFT P1 P2 16 0.00; GRAZE P2 0.05 0.00; DRIFT P2 P3 5 0.09; SPLICE P2 P4 P1 14 0.25 0.05; DRIFT P4 P2 12 0.00; DRIFT P2 P1 8 0.14; LIMIT P1 52; DRIFT P1 P4 12 0.04; SPLICE P4 P0 P2 20 0.60 0.05; SPLICE P3 P5 P1 20 0.60 0.05; MUTATE P2 0.07 0.17; SETTLE P0 0.30,35,ebb,fore_reef,full_moon,11.85773,3.431625,6.534185,90.03419,8,5,6,4,3,3,2,1,medium,low,pulse
